date,p10,p25,p50,p75,p90,models_with_data
2025-10-02,0.7076139258420606,1.6883932778388564,2.0172413793103448,6.4901349948078915,24.324324324324326,169
2025-10-03,0.6249999999999999,1.3170731707317074,1.9616893607200554,6.4901349948078915,24.324324324324326,169
2025-10-04,0.6249999999999999,1.1536686663590217,1.9616893607200554,6.153846153846153,24.324324324324326,169
2025-10-05,0.6249999999999999,1.3170731707317074,1.9616893607200554,6.4901349948078915,24.324324324324326,169
2025-10-06,0.5356760231412042,1.3170731707317074,1.9616893607200554,6.4901349948078915,24.324324324324326,169
2025-10-07,0.5356760231412042,1.3170731707317074,1.9616893607200554,6.4901349948078915,24.324324324324326,171
2025-10-08,0.5356760231412042,1.3170731707317074,1.9616893607200554,6.4901349948078915,24.324324324324326,171
2025-10-09,0.5356760231412042,1.3235294117647058,1.9616893607200554,6.4901349948078915,24.324324324324326,171
2025-10-10,0.5808912779608114,1.3170731707317074,1.9616893607200554,6.4901349948078915,24.324324324324326,176
2025-10-11,0.7076139258420606,1.3235294117647058,1.9616893607200554,6.4901349948078915,24.324324324324326,177
2025-10-12,0.6249999999999999,1.3170731707317074,1.9616893607200554,6.4901349948078915,24.324324324324326,177
2025-10-13,0.5808912779608114,1.3170731707317074,1.9616893607200554,6.4901349948078915,24.324324324324326,177
2025-10-14,0.5356760231412042,1.3170731707317074,1.9616893607200554,6.4901349948078915,24.324324324324326,177
2025-10-15,0.5808912779608114,1.3170731707317074,1.9616893607200554,6.4901349948078915,24.324324324324326,177
2025-10-16,0.5808912779608114,1.3235294117647058,1.9616893607200554,6.4901349948078915,24.324324324324326,177
2025-10-17,0.6944444444444444,1.3980681240467718,1.9616893607200554,7.692307692307692,24.324324324324326,184
2025-10-18,0.6249999999999999,1.3170731707317074,1.9616893607200554,6.4901349948078915,24.324324324324326,185
2025-10-19,0.7076139258420606,1.3235294117647058,1.9616893607200554,6.4901349948078915,24.324324324324326,185
2025-10-20,0.7076139258420606,1.3235294117647058,1.9616893607200554,6.4901349948078915,24.324324324324326,185
2025-10-21,0.7076139258420606,1.3235294117647058,1.9616893607200554,6.4901349948078915,24.324324324324326,185
2025-10-22,0.7076139258420606,1.3235294117647058,1.9616893607200554,6.4901349948078915,24.324324324324326,186
2025-10-23,0.7076139258420606,1.6883932778388564,1.9616893607200554,6.4901349948078915,24.324324324324326,185
2025-10-24,0.5808912779608114,1.3170731707317074,1.9616893607200554,6.4901349948078915,24.324324324324326,186
2025-10-25,0.5808912779608114,1.3170731707317074,1.9616893607200554,6.4901349948078915,24.324324324324326,186
2025-10-26,0.5808912779608114,1.3170731707317074,1.9616893607200554,6.4901349948078915,24.324324324324326,186
2025-10-27,0.6249999999999999,1.3170731707317074,1.9616893607200554,6.4901349948078915,24.324324324324326,188
2025-10-28,0.7076139258420606,1.9616893607200554,1.9616893607200554,6.4901349948078915,24.324324324324326,188
2025-10-29,0.7076139258420606,1.6883932778388564,1.9616893607200554,6.4901349948078915,24.324324324324326,190
2025-10-30,0.7076139258420606,1.9616893607200554,1.9616893607200554,6.4901349948078915,24.324324324324326,190
2025-10-31,0.7076139258420606,1.9616893607200554,1.9616893607200554,6.4901349948078915,24.324324324324326,189
2025-11-01,0.7076139258420606,1.3235294117647058,1.9616893607200554,6.4901349948078915,24.324324324324326,189
2025-11-02,0.7076139258420606,1.3170731707317074,1.9616893607200554,6.4901349948078915,24.324324324324326,190
2025-11-03,0.7076139258420606,1.4024390243902438,1.9616893607200554,6.4901349948078915,24.324324324324326,189
2025-11-04,0.7076139258420606,1.4024390243902438,1.9616893607200554,6.4901349948078915,24.324324324324326,189
2025-11-05,0.7076139258420606,1.9616893607200554,1.9616893607200554,6.4901349948078915,24.324324324324326,190
2025-11-06,0.7076139258420606,1.3170731707317074,2.3205701972484674,6.4901349948078915,24.324324324324326,189
2025-11-07,0.6249999999999999,1.3235294117647058,1.9616893607200554,6.4901349948078915,24.324324324324326,189
2025-11-08,0.7076139258420606,1.3170731707317074,1.9616893607200554,6.4901349948078915,24.324324324324326,190
2025-11-09,0.7076139258420606,1.3170731707317074,1.9616893607200554,6.4901349948078915,24.324324324324326,190
2025-11-10,0.7076139258420606,1.5011547344110856,1.9616893607200554,6.4901349948078915,24.324324324324326,190
2025-11-11,0.7076139258420606,1.6883932778388564,1.9616893607200554,6.4901349948078915,24.324324324324326,190
2025-11-12,0.7076139258420606,1.3235294117647058,1.9616893607200554,6.4901349948078915,24.324324324324326,190
2025-11-13,0.7076139258420606,1.829268292682927,1.9616893607200554,6.4901349948078915,24.324324324324326,190
2025-11-14,0.7076139258420606,1.3235294117647058,1.9616893607200554,6.4901349948078915,24.324324324324326,190
2025-11-15,0.7076139258420606,1.3170731707317074,1.9616893607200554,6.375,24.324324324324326,190
2025-11-16,0.7076139258420606,1.3170731707317074,1.9616893607200554,6.4901349948078915,24.324324324324326,189
2025-11-17,0.6074129168216189,1.3170731707317074,1.9616893607200554,6.4901349948078915,24.324324324324326,190
2025-11-18,0.5808912779608114,1.3170731707317074,1.9616893607200554,6.4901349948078915,24.324324324324326,188
2025-11-19,0.5356760231412042,1.1536686663590217,1.9616893607200554,6.4901349948078915,24.324324324324326,188
2025-11-20,0.5356760231412042,1.3235294117647058,1.9616893607200554,6.4901349948078915,24.324324324324326,195
2025-11-21,0.5356760231412042,1.3170731707317074,1.9616893607200554,6.4901349948078915,24.324324324324326,195
2025-11-22,0.5356760231412042,1.3170731707317074,1.9616893607200554,6.4901349948078915,23.684210526315788,198
2025-11-23,0.7076139258420606,1.1776372877153836,1.9616893607200554,6.4901349948078915,23.684210526315788,197
2025-11-24,0.7076139258420606,1.3170731707317074,2.158428663932657,6.4901349948078915,24.324324324324326,197
2025-11-25,0.7076139258420606,1.3170731707317074,2.158428663932657,6.4901349948078915,24.324324324324326,198
2025-11-26,0.6784260515603798,1.3170731707317074,2.3205701972484674,6.4901349948078915,24.324324324324326,199
2025-11-27,0.6006006006006006,1.1536686663590217,1.9616893607200554,6.4901349948078915,24.324324324324326,199
2025-11-28,0.5356760231412042,1.1536686663590217,1.9616893607200554,6.4901349948078915,24.324324324324326,198
2025-11-29,0.48593033345729514,1.1536686663590217,1.9616893607200554,6.4901349948078915,24.324324324324326,198
2025-11-30,0.5356760231412042,1.3170731707317074,1.9616893607200554,6.4901349948078915,24.324324324324326,196
2025-12-01,0.5356760231412042,1.3170731707317074,2.158428663932657,6.4901349948078915,24.324324324324326,198
2025-12-02,0.5356760231412042,1.1536686663590217,2.3205701972484674,6.4901349948078915,24.324324324324326,197
2025-12-03,0.5555555555555556,1.3170731707317074,2.3205701972484674,6.4901349948078915,24.324324324324326,198
2025-12-04,0.4411764705882353,0.7076139258420606,2.3205701972484674,6.4901349948078915,14.421690222094028,127
2025-12-05,0.4411764705882353,0.7076139258420606,2.3205701972484674,6.4901349948078915,14.421690222094028,126
2025-12-06,0.4411764705882353,0.7076139258420606,2.3205701972484674,6.4901349948078915,6.4901349948078915,126
2025-12-07,0.4411764705882353,0.7076139258420606,2.3205701972484674,6.4901349948078915,6.4901349948078915,126
2025-12-08,0.4411764705882353,1.1536686663590217,2.3205701972484674,6.4901349948078915,14.421690222094028,127
2025-12-09,0.4411764705882353,0.8057518284368415,2.3205701972484674,6.4901349948078915,14.421690222094028,126
2025-12-10,0.4411764705882353,0.7076139258420606,2.3205701972484674,6.4901349948078915,14.421690222094028,127
2025-12-11,0.4411764705882353,1.1536686663590217,2.3205701972484674,6.4901349948078915,14.421690222094028,125
2025-12-12,0.4411764705882353,1.1536686663590217,2.3205701972484674,6.4901349948078915,14.421690222094028,126
2025-12-13,0.4411764705882353,0.7076139258420606,2.3205701972484674,6.4901349948078915,6.4901349948078915,125
2025-12-14,0.4411764705882353,0.7076139258420606,2.3205701972484674,6.4901349948078915,6.4901349948078915,124
2025-12-15,0.4411764705882353,1.0416666666666667,2.3205701972484674,6.4901349948078915,6.4901349948078915,126
2025-12-16,0.4411764705882353,0.7076139258420606,2.3205701972484674,6.4901349948078915,6.4901349948078915,125
2025-12-17,0.4411764705882353,0.7076139258420606,2.3205701972484674,6.4901349948078915,6.4901349948078915,126
2025-12-18,0.4411764705882353,0.7076139258420606,2.3205701972484674,6.4901349948078915,6.4901349948078915,125
2025-12-19,0.43749999999999994,0.7076139258420606,2.3205701972484674,6.4901349948078915,6.4901349948078915,125
2025-12-20,0.43749999999999994,0.7076139258420606,2.3205701972484674,6.4901349948078915,6.4901349948078915,124
2025-12-21,0.4411764705882353,0.7076139258420606,2.158428663932657,4.754937820043892,6.4901349948078915,125
2025-12-22,0.4411764705882353,0.7076139258420606,2.3205701972484674,6.4901349948078915,6.4901349948078915,126
2025-12-23,0.4411764705882353,0.7076139258420606,2.3205701972484674,6.4901349948078915,6.4901349948078915,125
2025-12-24,0.4411764705882353,0.7076139258420606,2.3205701972484674,6.4901349948078915,6.4901349948078915,126
2025-12-25,0.4411764705882353,0.7076139258420606,2.3205701972484674,6.4901349948078915,6.4901349948078915,125
2025-12-26,0.4272027642531805,0.7076139258420606,2.3205701972484674,4.6875,6.4901349948078915,125
2025-12-27,0.35552815454171804,0.7076139258420606,2.158428663932657,4.6875,6.4901349948078915,125
2025-12-28,0.4272027642531805,0.7076139258420606,1.923076923076923,2.586206896551724,6.4901349948078915,125
2025-12-29,0.43749999999999994,0.7076139258420606,2.3205701972484674,4.75,6.4901349948078915,125
2025-12-30,0.43749999999999994,0.7076139258420606,2.158428663932657,4.75,6.4901349948078915,125
2025-12-31,0.43749999999999994,0.7076139258420606,1.9749999999999996,6.4901349948078915,6.4901349948078915,125
